qid,official_en,alias,type,lat,lon,wikidata_url
Q12623750,Korea Youth Association,KOYA,organization,37.493302,126.91969,http://www.wikidata.org/entity/Q12623750
Q12623751,National Youth Policy Institute,NYPI,facility,36.495312053,127.305283816,http://www.wikidata.org/entity/Q12623751
Q12623770,Korean Publishing Science Society,Korea Publishing Society,organization,37.540094,126.96222,http://www.wikidata.org/entity/Q12623770
Q12623801,Korea Integrated Logistics Association,KILA,organization,37.560812,127.066784,http://www.wikidata.org/entity/Q12623801
Q12623801,Korea Integrated Logistics Association,Korea Logistics Management Association,organization,37.560812,127.066784,http://www.wikidata.org/entity/Q12623801
Q12623832,Korean Standards Association,KSA,standards organization,37.5062005,127.0524709,http://www.wikidata.org/entity/Q12623832
Q12623832,Korean Standards Association,Korean Standards Association Media,standards organization,37.5062005,127.0524709,http://www.wikidata.org/entity/Q12623832
Q12623832,Korean Standards Association,KSAM,standards organization,37.5062005,127.0524709,http://www.wikidata.org/entity/Q12623832
Q12625652,Hwayang,Hwayang-eup,eup of South Korea,35.66672,128.71209,http://www.wikidata.org/entity/Q12625652
Q12625666,Hwawon,Hwawon-eup,eup of South Korea,35.78348,128.51092,http://www.wikidata.org/entity/Q12625666
Q12625805,Hwangnyong River,Hwangryong River,river,35.101166666,126.799583333,http://www.wikidata.org/entity/Q12625805
Q12626009,Hoengseong-eup,Hoengseong,eup of South Korea,37.4967,127.98826,http://www.wikidata.org/entity/Q12626009
Q12626009,Hoengseong-eup,Hoengsong,eup of South Korea,37.4967,127.98826,http://www.wikidata.org/entity/Q12626009
Q12626123,Seoul Semiconductor High School,Hwigyeong Technical High School,vocational high school,37.585216,127.070001,http://www.wikidata.org/entity/Q12626123
Q12626155,Heukseongsanseong,Heukseongsanseong Fortress,fortress,36.796833333,127.209208333,http://www.wikidata.org/entity/Q12626155
Q12626228,Heunghae,Heunghae-eup,eup of South Korea,36.10681,129.34183,http://www.wikidata.org/entity/Q12626228
Q12626228,Heunghae,Hunghae,eup of South Korea,36.10681,129.34183,http://www.wikidata.org/entity/Q12626228
Q12692781,G 536 Airport,RKUL,airport,36.269422,127.113832,http://www.wikidata.org/entity/Q12692781
Q12694601,R-217 Aero Airport,Pocheon airfield,airport,37.865322,127.176917,http://www.wikidata.org/entity/Q12694601
Q12694601,R-217 Aero Airport,RKRO,airport,37.865322,127.176917,http://www.wikidata.org/entity/Q12694601
Q12694606,R-510 Airport,RKGA,airport,37.2,127.471667,http://www.wikidata.org/entity/Q12694606
Q12694607,R-222 Airport,RKSD,airport,37.831667,126.99,http://www.wikidata.org/entity/Q12694607
Q12625616,Hwaseong Seobu Police Station,Seobu Police Station,police station,37.190972,126.822384,http://www.wikidata.org/entity/Q12625616
Q12625616,Hwaseong Seobu Police Station,Western Hwaseogn Police Station,police station,37.190972,126.822384,http://www.wikidata.org/entity/Q12625616
Q12625637,Hwasun-eup,Hwasun,eup of South Korea,35.05838,126.96196,http://www.wikidata.org/entity/Q12625637
Q12616477,Jeju Special Self-governing Provincial Police Agency,Jeju Police Agency,police,33.48904,126.499202,http://www.wikidata.org/entity/Q12616477
Q12616491,Jeju Special Self-governing Municipal Police,Jeju Municipal Police,municipal police,33.485022222,126.544288888,http://www.wikidata.org/entity/Q12616491
Q12616503,Port of Jeju,Jeju Port,port,33.52239444,126.54078611,http://www.wikidata.org/entity/Q12616503
Q12616506,Jeju Vessel Traffic Service Center,Jeju VTS,vessel traffic service,33.5277,126.545116666,http://www.wikidata.org/entity/Q12616506
Q12616752,Chosun University Hospital,CUH,university hospital,35.138605,126.924484,http://www.wikidata.org/entity/Q12616752
Q12617105,Jocheon,Chochon,eup of South Korea,33.46934,126.66636,http://www.wikidata.org/entity/Q12617105
Q12617105,Jocheon,Jocheon-eup,eup of South Korea,33.46934,126.66636,http://www.wikidata.org/entity/Q12617105
Q12617121,Jochiwon,Chochiwon,eup of South Korea,36.602777777,127.304166666,http://www.wikidata.org/entity/Q12617121
Q12617121,Jochiwon,Jochiwon-eup,eup of South Korea,36.602777777,127.304166666,http://www.wikidata.org/entity/Q12617121
Q12617461,American Chamber of Commerce in Korea,AMCHAM Korea,chamber of commerce and industry,37.525603,126.925461,http://www.wikidata.org/entity/Q12617461
Q12617461,American Chamber of Commerce in Korea,The American Chamber of Commerce in Korea,chamber of commerce and industry,37.525603,126.925461,http://www.wikidata.org/entity/Q12617461
Q12617574,Sansol-myeon,Jungdong-myeon,myeon,37.1731,128.749,http://www.wikidata.org/entity/Q12617574
Q12617606,Namhansanseong-myeon,Jungbu-myeon,myeon,37.45633,127.23331,http://www.wikidata.org/entity/Q12617606
Q12613458,Incheon Ganghwa Fire Station,Ganghwa Fire Station,fire station,37.739380555,126.487311111,http://www.wikidata.org/entity/Q12613458
Q12613466,Incheon Gongdan Fire Station,Incheon Industrial Complex Fire Station,fire station,37.408077777,126.693005555,http://www.wikidata.org/entity/Q12613466
Q12613475,Incheon Seobu Office of Education,Western Incheon Office of Education,board of education,37.552324,126.687939,http://www.wikidata.org/entity/Q12613475
Q12613488,Incheon Metropolitan Government,Incheon City Hall,regional local government in South Korea,37.456089,126.705918,http://www.wikidata.org/entity/Q12613488
Q12613488,Incheon Metropolitan Government,Incheon Metropolitan City Hall,regional local government in South Korea,37.456089,126.705918,http://www.wikidata.org/entity/Q12613488
Q12613491,Guard of Incheon International Airport,Guard of Incheon Airport,police station,37.446821,126.454044,http://www.wikidata.org/entity/Q12613491
Q12613495,Incheon Namdong Fire Station,South-East Incheon Fire Station,fire station,37.448911111,126.716161111,http://www.wikidata.org/entity/Q12613495
Q12613497,Incheon Michuhol Fire Station,Nambu Fire Station,fire station,37.448366666,126.669013888,http://www.wikidata.org/entity/Q12613497
Q12613497,Incheon Michuhol Fire Station,Incheon Nambu Fire Station,fire station,37.448366666,126.669013888,http://www.wikidata.org/entity/Q12613497
Q12613497,Incheon Michuhol Fire Station,Michuhol Fire Station,fire station,37.448366666,126.669013888,http://www.wikidata.org/entity/Q12613497
Q12613497,Incheon Michuhol Fire Station,Southern Incheon Fire Station,fire station,37.448366666,126.669013888,http://www.wikidata.org/entity/Q12613497
Q12613512,Incheon Seobu Fire Station,Western Incheon Fire Station,fire station,37.543102777,126.677288888,http://www.wikidata.org/entity/Q12613512
Q12613535,JEI University,Incheon Jaeneung University,private university,37.475487,126.649937,http://www.wikidata.org/entity/Q12613535
Q12613535,JEI University,Incheon JEI University,private university,37.475487,126.649937,http://www.wikidata.org/entity/Q12613535
Q12613543,Incheon Jungbu Fire Station,Central Incheon Fire Station,fire station,37.470144444,126.62245,http://www.wikidata.org/entity/Q12613543
Q12613556,Incheon Popular Arts High School,Incheon Hitech High School,high school in South Korea,37.474387,126.652864,http://www.wikidata.org/entity/Q12613556
Q12613561,Incheon Vessel Traffic Service Center,Incheon VTS,vessel traffic service,37.462672222,126.599697222,http://www.wikidata.org/entity/Q12613561
Q12613616,Ilgwang-eup,Ilgwang-myeon,eup of South Korea,35.28455,129.22274,http://www.wikidata.org/entity/Q12613616
Q12613640,Illo,Illo-eup,eup of South Korea,34.83073,126.50747,http://www.wikidata.org/entity/Q12613640
Q12622085,Pungmoon High School,Pungmoon Girls' High School,high school,37.47136,127.100693,http://www.wikidata.org/entity/Q12622085
Q16079779,Seongnam Foreign Language High school,SNFL,high school,37.3783,127.096,http://www.wikidata.org/entity/Q16079779
Q12621927,Pocheon Pillow Lava,"Pillow Lava in Auraji, Pocheon",cultural heritage,38.040647,127.11703,http://www.wikidata.org/entity/Q12621927
Q12621973,Pohang Bukbu Fire Station,Bukbu Fire Station,fire station,36.042472222,129.366127777,http://www.wikidata.org/entity/Q12621973
Q12621973,Pohang Bukbu Fire Station,Northern Pohang Fire Station,fire station,36.042472222,129.366127777,http://www.wikidata.org/entity/Q12621973
Q12621988,Pohang Vessel Traffic Service Center,Pohang VTS,vessel traffic service,36.051993,129.375087,http://www.wikidata.org/entity/Q12621988
Q12621990,Korea Marine Meister High School,Pohang Marine Science High School,high school in South Korea,36.074625,129.406043,http://www.wikidata.org/entity/Q12621990
Q12624599,Haemi-myeon,Haemimyeon,myeon,36.72442,126.54748,http://www.wikidata.org/entity/Q12624599
Q12624653,Busan Naval Science Technical High School,Haeundae Technical High School,high school in South Korea,35.167278,129.144415,http://www.wikidata.org/entity/Q12624653
Q12624761,Haengjusanseong,Haengju Mountain Fortress,rocca,37.596947,126.831958,http://www.wikidata.org/entity/Q12624761
Q12625179,Daejeon Institute of Science and Technology,DST,private university,36.302407,127.375239,http://www.wikidata.org/entity/Q12625179
Q12625259,Seoul Hoamsanseong Fortress,Hoam Mountain Fortress,fortress,37.446388888,126.914444444,http://www.wikidata.org/entity/Q12625259
Q12625259,Seoul Hoamsanseong Fortress,Hoamsanseong,fortress,37.446388888,126.914444444,http://www.wikidata.org/entity/Q12625259
Q12625259,Seoul Hoamsanseong Fortress,Hoamsanseong Fortress,fortress,37.446388888,126.914444444,http://www.wikidata.org/entity/Q12625259
Q12625347,Hongnong,Hongnong-eup,eup of South Korea,35.39883,126.44388,http://www.wikidata.org/entity/Q12625347
Q12625411,Hongseong-eup,Hongseong,eup of South Korea,36.59464,126.66254,http://www.wikidata.org/entity/Q12625411
Q12625411,Hongseong-eup,Hongsong,eup of South Korea,36.59464,126.66254,http://www.wikidata.org/entity/Q12625411
Q12625526,Hongcheon-eup,Hongcheon,eup of South Korea,37.67122,127.88083,http://www.wikidata.org/entity/Q12625526
Q12625526,Hongcheon-eup,Hongchon,eup of South Korea,37.67122,127.88083,http://www.wikidata.org/entity/Q12625526
Q12625549,Hwagyesa,Hwagye Temple,Buddhist temple,37.6325,127.007,http://www.wikidata.org/entity/Q12625549
Q12621840,Pyeongtaek Vessel Traffic Service Center,Pyeongtaek VTS,vessel traffic service,36.957605,126.847706,http://www.wikidata.org/entity/Q12621840
Q12621865,Pogok,Pogok-eup,eup of South Korea,37.28773,127.2169,http://www.wikidata.org/entity/Q12621865
Q12621900,POSCO TJ Park Foundation,Steel Scholarship Foundation,nonprofit organization,37.55903,126.992973,http://www.wikidata.org/entity/Q12621900
Q12617802,Jeungpyeong-eup,Chungpyong,eup of South Korea,36.76667,127.61667,http://www.wikidata.org/entity/Q12617802
Q12617802,Jeungpyeong-eup,Jeungpyeong,eup of South Korea,36.76667,127.61667,http://www.wikidata.org/entity/Q12617802
Q12617857,Jido,Chido,eup of South Korea,35.05728,126.2091,http://www.wikidata.org/entity/Q12617857
Q12617857,Jido,Jido-eup,eup of South Korea,35.05728,126.2091,http://www.wikidata.org/entity/Q12617857
Q12618131,Jiksan,Chiksan,eup of South Korea,36.88437,127.14205,http://www.wikidata.org/entity/Q12618131
Q12618131,Jiksan,Jiksan-eup,eup of South Korea,36.88437,127.14205,http://www.wikidata.org/entity/Q12618131
Q12618158,Jingeon,Chingon,eup of South Korea,37.65383,127.18312,http://www.wikidata.org/entity/Q12618158
Q12618158,Jingeon,Jingeon-eup,eup of South Korea,37.65383,127.18312,http://www.wikidata.org/entity/Q12618158
Q12618183,Jindo White-crowned Cranes' Arrival Site,Jindo stork arrival site,natural monument,34.533055555,126.234722222,http://www.wikidata.org/entity/Q12618183
Q12618193,Jindo Vessel Traffic Service Center,Jindo VTS,vessel traffic service,34.367066,126.135102,http://www.wikidata.org/entity/Q12618193
Q12618195,Jindo-eup,Jindo,eup of South Korea,34.48745,126.23933,http://www.wikidata.org/entity/Q12618195
Q12618195,Jindo-eup,Chindo,eup of South Korea,34.48745,126.23933,http://www.wikidata.org/entity/Q12618195
Q12618205,Jillyang,Chillyang,eup of South Korea,35.86754,128.83419,http://www.wikidata.org/entity/Q12618205
Q12618205,Jillyang,Jillyang-eup,eup of South Korea,35.86754,128.83419,http://www.wikidata.org/entity/Q12618205
Q16094889,Jeollabuk-do Gunsan Medical Center,Gunsan Medical Center,hospital,35.954948,126.711438,http://www.wikidata.org/entity/Q16094889
Q16094914,Dongbaek Bridge,Camellia Bridge,road bridge,36.000003715,126.707210854,http://www.wikidata.org/entity/Q16094914
Q16094946,Geumgang Bridge,Geumgang-daegyo,bridge,36.4431937,127.0003005,http://www.wikidata.org/entity/Q16094946
Q16094996,Geumho Bridge,Geumho Bridge (Yeongcheon City),road bridge,35.93718,128.92493,http://www.wikidata.org/entity/Q16094996
Q16095004,Inje University Seoul Paik Hospital,Inje University Paik Hospital,university hospital,37.565176,126.98883,http://www.wikidata.org/entity/Q16095004
Q16095017,Gochang Jungsan-ri Ipop Tree,"Retusa Fringe Tree of Jungsan-ri, Gochang",natural monument,35.36,126.596111111,http://www.wikidata.org/entity/Q16095017
Q16095024,Kimdaejung Convention Center,GEXCO,convention center,35.147083333,126.840333333,http://www.wikidata.org/entity/Q16095024
Q16095024,Kimdaejung Convention Center,Gwangju Exhibition and Convention Center,convention center,35.147083333,126.840333333,http://www.wikidata.org/entity/Q16095024
Q16095037,Gyeongsangbuk-do Gimcheon Medical Center,Gimcheon Medical Center,hospital,36.122676,128.125963,http://www.wikidata.org/entity/Q16095037
Q16095044,Kangwon National University Hospital,KNUH,university hospital,37.87499,127.744721,http://www.wikidata.org/entity/Q16095044
Q16095048,Chungbuk National University Hospital,CBNUH,university hospital,36.623767,127.461645,http://www.wikidata.org/entity/Q16095048
Q16095057,Seoul Metropolitan Boramae Hospital,Boramae Hospital,hospital,37.493428,126.924059,http://www.wikidata.org/entity/Q16095057
Q16095057,Seoul Metropolitan Boramae Hospital,Boramae Medical Center,hospital,37.493428,126.924059,http://www.wikidata.org/entity/Q16095057
Q16095057,Seoul Metropolitan Boramae Hospital,Seoul Boramae Hospital,hospital,37.493428,126.924059,http://www.wikidata.org/entity/Q16095057
Q16095057,Seoul Metropolitan Boramae Hospital,Seoul Municipal Yeoungdeungpo Hospital,hospital,37.493428,126.924059,http://www.wikidata.org/entity/Q16095057
Q16095057,Seoul Metropolitan Boramae Hospital,SMG-SNU,hospital,37.493428,126.924059,http://www.wikidata.org/entity/Q16095057
Q16095088,Jindo Donggeochado Spherical Peperite,Jindo Donggeochado Rhyolite Nodules,natural monument,34.242166666,125.953138888,http://www.wikidata.org/entity/Q16095088
Q16095088,Jindo Donggeochado Spherical Peperite,Jindo Donggeochado-Maldo,natural monument,34.242166666,125.953138888,http://www.wikidata.org/entity/Q16095088
Q16095106,Jinju Yusuri Cretaceous Fossil Site,"Cretaceous Fossil Site in Yusu-ri, Jinju",natural monument,35.1250041,128.0149128,http://www.wikidata.org/entity/Q16095106
Q16095117,Jincheon Nowon-ri Black-crowned Crane Breeding Site,"Breeding Ground of Grey Herons in Nowon-ri, Jincheon",natural monument,36.923333333,127.415833333,http://www.wikidata.org/entity/Q16095117
Q16095133,Gangwha Chamseongdan Sosan Tree,"Turczaninow Hornbeam of Chamseongdan Altar, Ganghwa",cultural heritage,37.615833333,126.428055555,http://www.wikidata.org/entity/Q16095133
Q16095138,Changgyeonggung Palace Okcheon Bridge,Geumcheongyo Bridge,bridge,37.58,126.994722222,http://www.wikidata.org/entity/Q16095138
Q16095138,Changgyeonggung Palace Okcheon Bridge,Okcheon Bridge,bridge,37.58,126.994722222,http://www.wikidata.org/entity/Q16095138
